BID INCREMENT,RESERVE AUCTION,VIN#,STOCK#,MAKE,MODEL,YEAR,TRIM,CATEGORIES,MILEAGE,ENGINE,CYLINDERS,FUEL TYPE,TRANSMISSION,START PRICE,EXTERIOR COLOR,INTERIOR COLOR,VEHICLE EQUIPMENT LIST,VEHICLE DISCRIPTION,IMAGES,MIN PRICE,360 BUTTON,VIDEO CALL,CONDITION REPORT
100,Y,WMWMF7C57ATX43851,X43851CB,MINI,Hardtop,2010,Cooper S Hatchback 2D,Hatchback,97620,"4-Cyl, Turbo, 1.6 Liter",4,Gasoline,Manual,3500,GREY,BLACK,"4-Cyl Turbo 1.6 Liter,Manual 6-Spd,FWD,Traction Control,Dynamic Stability Control,ABS (4-Wheel),Anti-Theft System,Keyless Entry,Keyless Start,Air Conditioning,Power Windows,Power Door Locks,Cruise Control,Power Steering,Tilt &amp; Telescoping Wheel,AM/FM Stereo,CD/MP3 (Single Disc),Sirius Satellite,Bluetooth Wireless,Dual Air Bags,Side Air Bags,Head Curtain Air Bags,Fog Lights,Rear Spoiler,Alloy Wheels,Heated Seats,","Looking for a luxury vehicle without the luxury price!!! you have stumbled upon the right place!!! Please print this add and call to schedule an appointment. All our vehicles are Carchex certified with 90 days warranty and 1 year roadside assistance. Financing available at a low rate (credit approval required). Good credit, bad credit, no credit or even no pay stubs no problem. We have a knowledgeable and committed sales staff with many years of experience that takes pride in satisfying our customer's needs. Please visit us and take your dream vehicle for a test drive and let our friendly team walk you thru the whole transaction step by step whether it is cash or finance, always remember we here to help you to get the best deal out there. Ad expires at 08:00 PM everyday. Price updates everyday at 12:00 PM at our website, however, call us and check for the availability of this vehicle and price update. For more detailed information and terms and conditions of sale please visit us at carsbuyer.com. The price showing above does not include dealer preparation fee, tax (if applicable), Doc, and tags. However, we have many other options, savings and special discounts to offer you. And we are always looking to accommodate our customers.","http://imagesdl.dealercenter.net/640/480/201902-d7557d3e64bf4eda81b24b3f5d504f87/201907-5ca05996ad5d447382b134ab28e26e73.jpg,http://imagesdl.dealercenter.net/640/480/201907-e6d10534031d40a19606377a76a41127.jpg,http://imagesdl.dealercenter.net/640/480/201907-1e25752a53ee438e8db3c43a18e68799.jpg,http://imagesdl.dealercenter.net/640/480/201907-03b8c6620772453586a25174d9de6aa8.jpg,http://imagesdl.dealercenter.net/640/480/201907-c5f08eb6aa2e49cd8a3c0767c7bd9aec.jpg,http://imagesdl.dealercenter.net/640/480/201907-5abd9e70c7b14d7fa5ee940738a882d8.jpg,http://imagesdl.dealercenter.net/640/480/201907-529998c8c41042fa9c17a00e2dd747cd.jpg,http://imagesdl.dealercenter.net/640/480/201907-c43fbf37b7824bceab6562e2d93f7bb1.jpg,http://imagesdl.dealercenter.net/640/480/201907-5ac9c486d6ba4c9ab0fe6590421589cb.jpg,http://imagesdl.dealercenter.net/640/480/201907-8b7f16bb955240c88ddd86ccdce3c7c4.jpg,http://imagesdl.dealercenter.net/640/480/201907-48ce87001d76444ebcdd0820d9ca389a.jpg,http://imagesdl.dealercenter.net/640/480/201907-044bcb42bf3f42c2b423e95af6728597.jpg,http://imagesdl.dealercenter.net/640/480/201907-4cc6128a2ba941bdaefc878d3ad528c7.jpg,http://imagesdl.dealercenter.net/640/480/201907-e6a6a0dff69d4555884cc67eddb9bad9.jpg,http://imagesdl.dealercenter.net/640/480/201907-867b9617761b406b95bc0e968f54a732.jpg,http://imagesdl.dealercenter.net/640/480/201907-cc3e5ff29d6a403ca41d48459786530a.jpg",6500,,https://www.gruveo.com/@carsbuyerinc,
100,Y,3VWB17AJXEM288777,288777CB,Volkswagen,Jetta,2014,1.8T SE Sedan 4D,Sedan,90946,"4-Cyl, PZEV, 1.8T",4,Gasoline,Manual,4400,WHITE,BEIGE,"4-Cyl PZEV 1.8T,Manual 5-Spd,FWD,Remote Trunk Release,Hill Start Assist Control,Traction Control,Electronic Stability Control,ABS (4-Wheel),Alarm System,Keyless Entry,Air Conditioning,Power Windows,Power Door Locks,Cruise Control,Power Steering,Tilt &amp; Telescoping Wheel,AM/FM Stereo,CD/MP3 (Multi Disc),SiriusXM Satellite,Bluetooth Wireless,Dual Air Bags,Side Air Bags,F&amp;R Head Curtain Air Bags,Heated Seats,Dual Power Seats,Daytime Running Lights,Alloy Wheels,","Looking for a luxury vehicle without the luxury price!!! you have stumbled upon the right place!!! Please print this add and call to schedule an appointment. All our vehicles are Carchex certified with 90 days warranty and 1 year roadside assistance. Financing available at a low rate (credit approval required). Good credit, bad credit, no credit or even no pay stubs no problem. We have a knowledgeable and committed sales staff with many years of experience that takes pride in satisfying our customer's needs. Please visit us and take your dream vehicle for a test drive and let our friendly team walk you thru the whole transaction step by step whether it is cash or finance, always remember we here to help you to get the best deal out there. Ad expires at 08:00 PM everyday. Price updates everyday at 12:00 PM at our website, however, call us and check for the availability of this vehicle and price update. For more detailed information and terms and conditions of sale please visit us at carsbuyer.com. The price showing above does not include dealer preparation fee, tax (if applicable), Doc, and tags. However, we have many other options, savings and special discounts to offer you. And we are always looking to accommodate our customers.","http://imagesdl.dealercenter.net/640/480/201902-d7557d3e64bf4eda81b24b3f5d504f87/201908-04e8b421257246849dda76517562daa7.jpg,http://imagesdl.dealercenter.net/640/480/201908-485291c5add845178529b7e1e1bb4f87.jpg,http://imagesdl.dealercenter.net/640/480/201908-e480f70d33454e4693e5d9927688a3d1.jpg,http://imagesdl.dealercenter.net/640/480/201908-cd2824c4c6db43a78ddfc36a1c163d1a.jpg,http://imagesdl.dealercenter.net/640/480/201908-c6d09e96cdf84bf092e608f9dc13f4b2.jpg,http://imagesdl.dealercenter.net/640/480/201908-e84746a4185a452ca951547e1c2db3c3.jpg,http://imagesdl.dealercenter.net/640/480/201908-e36e27a7702e47ec8f6e60fe61cc599f.jpg,http://imagesdl.dealercenter.net/640/480/201908-4351a0b8bec6494e9da5660adff3d5c0.jpg,http://imagesdl.dealercenter.net/640/480/201908-28908cb4da5e4db89c67aebb147453ca.jpg,http://imagesdl.dealercenter.net/640/480/201908-87521a5ade7946e3a9c4a5c5dd2f2213.jpg,http://imagesdl.dealercenter.net/640/480/201908-1c7e344e9065413ab03f3840b7967436.jpg,http://imagesdl.dealercenter.net/640/480/201908-24c04bd58b714cf4aa2bbc393010a197.jpg,http://imagesdl.dealercenter.net/640/480/201908-83f2722a33ea47a38a5c261fc2ac7306.jpg,http://imagesdl.dealercenter.net/640/480/201908-b3a06da8af2c47f2a28d6b8ce766cf30.jpg,http://imagesdl.dealercenter.net/640/480/201908-ff396582bbfc484a9ad29ce1f226ee15.jpg,http://imagesdl.dealercenter.net/640/480/201908-bbbca50ed41e4b48b0f988ec49cc0118.jpg,http://imagesdl.dealercenter.net/640/480/201908-00b8c86dc2804e7c9412a9418a0a24d3.jpg,http://imagesdl.dealercenter.net/640/480/201908-2d52af7b43044a598ac3e34e348f2cea.jpg,http://imagesdl.dealercenter.net/640/480/201908-0aca77c152a5448ba7a3b42da157559a.jpg,http://imagesdl.dealercenter.net/640/480/201908-81084c57655346dfa1418c17a48f224e.jpg,http://imagesdl.dealercenter.net/640/480/201908-386d39144aa347fabc5eead5a7339ed1.jpg,http://imagesdl.dealercenter.net/640/480/201908-ab3490f9692844b29c273ccd71623593.jpg,http://imagesdl.dealercenter.net/640/480/201908-e5954836032046b69680d08d7f7226a4.jpg,http://imagesdl.dealercenter.net/640/480/201908-06f1269339714e7d8636c0d6f3bed9f7.jpg,http://imagesdl.dealercenter.net/640/480/201908-6a5c03a5999944a9b76cf8f3a17e0646.jpg",7400,,https://www.gruveo.com/@carsbuyerinc,
100,Y,1HGCR2F37FA009881,009881CB,Honda,Accord,2015,LX Sedan 4D,Sedan,60945,"4-Cyl, i-VTEC, 2.4 Liter",4,Gasoline,Automatic,8900,SILVER,GREY,"4-Cyl i-VTEC 2.4 Liter,Auto CVT w/Sport Mode,FWD,Hill Start Assist Control,Traction Control,Stability Control,ABS (4-Wheel),Alarm System,Keyless Entry,Air Conditioning,Power Windows,Power Door Locks,Cruise Control,Power Steering,Tilt &amp; Telescoping Wheel,AM/FM Stereo,CD/MP3 (Single Disc),Bluetooth Wireless,Backup Camera,Dual Air Bags,Side Air Bags,F&amp;R Head Curtain Air Bags,Daytime Running Lights,Alloy Wheels,","Looking for a luxury vehicle without the luxury price!!! you have stumbled upon the right place!!! Please print this add and call to schedule an appointment. All our vehicles are Carchex certified with 90 days warranty and 1 year roadside assistance. Financing available at a low rate (credit approval required). Good credit, bad credit, no credit or even no pay stubs no problem. We have a knowledgeable and committed sales staff with many years of experience that takes pride in satisfying our customer's needs. Please visit us and take your dream vehicle for a test drive and let our friendly team walk you thru the whole transaction step by step whether it is cash or finance, always remember we here to help you to get the best deal out there. Ad expires at 08:00 PM everyday. Price updates everyday at 12:00 PM at our website, however, call us and check for the availability of this vehicle and price update. For more detailed information and terms and conditions of sale please visit us at carsbuyer.com. The price showing above does not include dealer preparation fee, tax (if applicable), Doc, and tags. However, we have many other options, savings and special discounts to offer you. And we are always looking to accommodate our customers.","http://imagesdl.dealercenter.net/640/480/201902-d7557d3e64bf4eda81b24b3f5d504f87/202001-07fd7d66366a408f9a70b5520a92c9f4.jpg,http://imagesdl.dealercenter.net/640/480/202001-e5c5ba88d4d04b9597fda6fb8fc57ad6.jpg,http://imagesdl.dealercenter.net/640/480/202001-6db851c6a13c4a439ea7385ee2246ea5.jpg,http://imagesdl.dealercenter.net/640/480/202001-5ec82b6a9ec442a09505e3089aeef722.jpg,http://imagesdl.dealercenter.net/640/480/202001-e45693d8318e4e0db1b75a49b07ac812.jpg,http://imagesdl.dealercenter.net/640/480/202001-0276ff4c171249c09739402c482232db.jpg,http://imagesdl.dealercenter.net/640/480/202001-7a9ac87cb06b4128bb8ff28f800aaf7e.jpg,http://imagesdl.dealercenter.net/640/480/202001-9eb4db79260d4d46bb9ac5dcb0ceb24e.jpg,http://imagesdl.dealercenter.net/640/480/202001-263d18a09d2d41318222f92783ac78c0.jpg,http://imagesdl.dealercenter.net/640/480/202001-f2c9f9253a67442e9bc7c478915e4d78.jpg,http://imagesdl.dealercenter.net/640/480/202001-8eb2b1e4f0f24189a5d359a1e47c97b8.jpg,http://imagesdl.dealercenter.net/640/480/202001-5e90d74e8b4c406097a3a014380a88d2.jpg,http://imagesdl.dealercenter.net/640/480/202001-3173305a9efa4f7f8d6fdf88aa744297.jpg,http://imagesdl.dealercenter.net/640/480/202001-649e067f68fe4f3ea9f6434163a992e0.jpg,http://imagesdl.dealercenter.net/640/480/202001-d9f3aa4226f14cf88a38275368a90861.jpg,http://imagesdl.dealercenter.net/640/480/202001-3a43881bca094f89a8488bd9a5e7e847.jpg,http://imagesdl.dealercenter.net/640/480/202001-2d4592da757d4964a1d97e54e8d32924.jpg,http://imagesdl.dealercenter.net/640/480/202001-8b11c67446f04a4b9910c549c67f00a4.jpg,http://imagesdl.dealercenter.net/640/480/202001-189c666eccb845adb27d13705ddfac65.jpg,http://imagesdl.dealercenter.net/640/480/202001-0e3dead7da594fcfa2a596b345dd4643.jpg,http://imagesdl.dealercenter.net/640/480/202001-ad6bb32ae9ac4830af35ed931d3b19cf.jpg,http://imagesdl.dealercenter.net/640/480/202001-22b5f508e7ab4384b2d07526081a80ea.jpg",11900,,https://www.gruveo.com/@carsbuyerinc,
100,Y,2HGFG4A58DH704960,704960CB,Honda,Civic,2013,Si Coupe 2D,Coupe,73795,"4-Cyl, i-VTEC, 2.4 Liter",4,Gasoline,Manual,8800,BLACK,BLACK,"4-Cyl i-VTEC 2.4 Liter,Manual 6-Spd Close Ratio,FWD,Traction Control,Stability Control,ABS (4-Wheel),Alarm System,Keyless Entry,Air Conditioning,Power Windows,Power Door Locks,Cruise Control,Power Steering,Tilt &amp; Telescoping Wheel,AM/FM Stereo,CD/MP3 (Single Disc),Premium Sound,Bluetooth Wireless,Backup Camera,Dual Air Bags,Side Air Bags,F&amp;R Head Curtain Air Bags,Moon Roof,Daytime Running Lights,Fog Lights,Rear Spoiler,Alloy Wheels,","Looking for a luxury vehicle without the luxury price!!! you have stumbled upon the right place!!! Please print this add and call to schedule an appointment. All our vehicles are Carchex certified with 90 days warranty and 1 year roadside assistance. Financing available at a low rate (credit approval required). Good credit, bad credit, no credit or even no pay stubs no problem. We have a knowledgeable and committed sales staff with many years of experience that takes pride in satisfying our customer's needs. Please visit us and take your dream vehicle for a test drive and let our friendly team walk you thru the whole transaction step by step whether it is cash or finance, always remember we here to help you to get the best deal out there. Ad expires at 08:00 PM everyday. Price updates everyday at 12:00 PM at our website, however, call us and check for the availability of this vehicle and price update. For more detailed information and terms and conditions of sale please visit us at carsbuyer.com. The price showing above does not include dealer preparation fee, tax (if applicable), Doc, and tags. However, we have many other options, savings and special discounts to offer you. And we are always looking to accommodate our customers.","http://imagesdl.dealercenter.net/640/480/201902-d7557d3e64bf4eda81b24b3f5d504f87/201910-6f7dfc37ab884dcab5c2db1de8705b79.jpg,http://imagesdl.dealercenter.net/640/480/201910-9ac5e8735876400d9faa7186cc772cc9.jpg,http://imagesdl.dealercenter.net/640/480/201910-8793cfecc55e4579827acaa496b17ac4.jpg,http://imagesdl.dealercenter.net/640/480/201910-65a192f2db464714a9e6924551eb1ead.jpg,http://imagesdl.dealercenter.net/640/480/201910-c924216060ae4ef48ea1e8ed791ed1ed.jpg,http://imagesdl.dealercenter.net/640/480/201910-adaa9fca58e64d4abc2f7c1b81350cce.jpg,http://imagesdl.dealercenter.net/640/480/201910-54ee88200e34482f8a0fafb797a0795c.jpg,http://imagesdl.dealercenter.net/640/480/201910-0258b9cc09bf4c5285594f91c7084f56.jpg,http://imagesdl.dealercenter.net/640/480/201910-0bddae856d4a4020b9a27aaa0021e488.jpg,http://imagesdl.dealercenter.net/640/480/201910-604e722dc34147878beb327df0f97ba9.jpg,http://imagesdl.dealercenter.net/640/480/201910-8241c2b7269f43af804f3b74b26a1a63.jpg,http://imagesdl.dealercenter.net/640/480/201910-72e3ff23df8a41219418825eb92c10e4.jpg,http://imagesdl.dealercenter.net/640/480/201910-fca699124ef342ecb422195f8662e805.jpg,http://imagesdl.dealercenter.net/640/480/201910-d9d1e912d63a43ec8bfa4d5afd49ce45.jpg,http://imagesdl.dealercenter.net/640/480/201910-99a25450676e4185a0c8b3a66e9d1f56.jpg,http://imagesdl.dealercenter.net/640/480/201910-9016d0dab8ed42bc8db0919aa42a2621.jpg,http://imagesdl.dealercenter.net/640/480/201910-24921c06db6846209f16cc2fab7109b8.jpg,http://imagesdl.dealercenter.net/640/480/201910-b69db060deb84773849a4aff3da297df.jpg,http://imagesdl.dealercenter.net/640/480/201910-40d10de3554749118409c144137c8d16.jpg,http://imagesdl.dealercenter.net/640/480/201910-9ecb2f99b21d41d0879eb0b356ed21da.jpg,http://imagesdl.dealercenter.net/640/480/201910-c39a0ae4b4d04c09b8b5046c993640b5.jpg,http://imagesdl.dealercenter.net/640/480/201910-57ea48b7ddd54245876ce56e2e397da9.jpg,http://imagesdl.dealercenter.net/640/480/201910-f4e03ee36aef4ceba6eb2fe5105c0dc6.jpg,http://imagesdl.dealercenter.net/640/480/201910-7319b388c97d42d1939b5f8b80e675a3.jpg,http://imagesdl.dealercenter.net/640/480/201910-f1513a924aa44898be848c314a008aeb.jpg,http://imagesdl.dealercenter.net/640/480/201910-6ba45811d92b46eaa825f5c8cb60a013.jpg,http://imagesdl.dealercenter.net/640/480/201910-d602780d4d3e429fa1c2996fee3ce223.jpg",11800,,https://www.gruveo.com/@carsbuyerinc,
100,Y,4JGBF8GE0BA656697,656697CB,Mercedes-Benz,GL-Class,2011,GL 550 4MATIC Sport Utility 4D,SUV,106092,"V8, 5.5 Liter",8,Gasoline,Automatic,13500,WHITE,GRAY,"V8 5.5 Liter,Auto 7-Spd Overdrive,AWD,Premium Pkg 1,Premium Pkg 2,Blind-Spot Alert,Power Liftgate Release,Hill Descent Control,Hill Start Assist Control,Traction Control,Electronic Stability Control,ABS (4-Wheel),Anti-Theft System,Keyless Entry,KEYLESS-GO,Air Conditioning,Air Conditioning Rear,Power Windows,Power Door Locks,Cruise Control,Power Steering,Tilt &amp; Telescoping Wheel,AM/FM Stereo,CD/MP3 (Multi Disc),harman/kardon Sound,Sirius Satellite,Navigation System,Oversized Premium Wheels 20'+,Bluetooth Wireless,mbrace,COMAND,Parking Sensors,Backup Camera,Dual Air Bags,Side Air Bags,F&amp;R Head Curtain Air Bags,Knee Air Bags,Heated Seats,Cooled Seats,Dual Power Seats,Leather,Third Row Seat,Daytime Running Lights,Bi-HID Headlamps,Fog Lights,Running Boards,Roof Rails,Roof Rack,Towing Pkg,","Looking for a luxury vehicle without the luxury price!!! you have stumbled upon the right place!!! Please print this add and call to schedule an appointment. All our vehicles are Carchex certified with 90 days warranty and 1 year roadside assistance. Financing available at a low rate (credit approval required). Good credit, bad credit, no credit or even no pay stubs no problem. We have a knowledgeable and committed sales staff with many years of experience that takes pride in satisfying our customer's needs. Please visit us and take your dream vehicle for a test drive and let our friendly team walk you thru the whole transaction step by step whether it is cash or finance, always remember we here to help you to get the best deal out there. Ad expires at 08:00 PM everyday. Price updates everyday at 12:00 PM at our website, however, call us and check for the availability of this vehicle and price update. For more detailed information and terms and conditions of sale please visit us at carsbuyer.com. The price showing above does not include dealer preparation fee, tax (if applicable), Doc, and tags. However, we have many other options, savings and special discounts to offer you. And we are always looking to accommodate our customers.","http://imagesdl.dealercenter.net/640/480/201902-d7557d3e64bf4eda81b24b3f5d504f87/201906-11a6efb003374b16a2f9bb1b34603455.jpg,http://imagesdl.dealercenter.net/640/480/201906-9638b3cca46a442bafd8bed8eea868d6.jpg,http://imagesdl.dealercenter.net/640/480/201906-f7321d825fb4450aa860e3f24227dca9.jpg,http://imagesdl.dealercenter.net/640/480/201906-7d159bf7c0904a4aad7d9e17ae196649.jpg,http://imagesdl.dealercenter.net/640/480/201906-393aa45959824e3dbd4f7207e097eb5c.jpg,http://imagesdl.dealercenter.net/640/480/201906-865753d3e8274daeb4acee2af026f00d.jpg,http://imagesdl.dealercenter.net/640/480/201906-e52561f275fe486cb58613745d2ab9a2.jpg,http://imagesdl.dealercenter.net/640/480/201906-5e2b0f8535614904915988c41bacf897.jpg,http://imagesdl.dealercenter.net/640/480/201906-41c3f2f460514cc3bf16e860cd9423c6.jpg,http://imagesdl.dealercenter.net/640/480/201906-c388d5e2ea0f4d7ea2ca2bc8f53a159f.jpg,http://imagesdl.dealercenter.net/640/480/201906-6ef8bfd3c2c14381b44d693db388194e.jpg,http://imagesdl.dealercenter.net/640/480/201906-a963e4ef28f4475296c9d78bd639e333.jpg,http://imagesdl.dealercenter.net/640/480/201906-4d8db8d84a814e5888b9b95b6cc61312.jpg,http://imagesdl.dealercenter.net/640/480/201906-74e5a0c95221456baec1e52793c6f7e4.jpg,http://imagesdl.dealercenter.net/640/480/201906-50f92a4d403c4a9aa3c822e90ed5f9ec.jpg,http://imagesdl.dealercenter.net/640/480/201906-8655f8fc4adb4ddc82632c035ffe2c45.jpg,http://imagesdl.dealercenter.net/640/480/201906-d66d068e040745c8af44fb0f85f5e1cf.jpg,http://imagesdl.dealercenter.net/640/480/201906-8454c8bf9e334445bcc23d5b1995138c.jpg,http://imagesdl.dealercenter.net/640/480/201906-3ec41cdfe7f7424887c1f02e1e53b0c2.jpg,http://imagesdl.dealercenter.net/640/480/201906-4cc9155a494045f4aa0fbb1c00dacddc.jpg,http://imagesdl.dealercenter.net/640/480/201906-b027ef2de58146a696c5d8cf22591b69.jpg,http://imagesdl.dealercenter.net/640/480/201906-5640e998b4fa4502842fb83ef7f959c8.jpg,http://imagesdl.dealercenter.net/640/480/201906-4e82efb8e92748dcab71cd3e28c3fac3.jpg,http://imagesdl.dealercenter.net/640/480/201906-1a1c0468ef8c469e838c85f79066e60e.jpg",16500,,https://www.gruveo.com/@carsbuyerinc,
100,Y,WDBSK71F28F137155,137155CB,Mercedes-Benz,SL-Class,2008,SL 550 Roadster 2D,Convertible,80546,"V8, 5.5 Liter",8,Gasoline,Automatic,13000,BLUE,TAN,"V8 5.5 Liter,Auto 7-Spd Touch Shift,RWD,Traction Control,Electronic Stability Control,ABS (4-Wheel),Anti-Theft System,Keyless Entry,Air Conditioning,Power Windows,Power Door Locks,Cruise Control,Power Steering,Tilt &amp; Telescoping Wheel,AM/FM Stereo,CD/MP3 (Multi Disc),Bose Premium Sound,Satellite Feature,Navigation System,TeleAid,Dual Air Bags,Side Air Bags,Knee Air Bags,Heated Seats,Dual Power Seats,Leather,Daytime Running Lights,Fog Lights,Alloy Wheels,","Looking for a luxury vehicle without the luxury price!!! you have stumbled upon the right place!!! Please print this add and call to schedule an appointment. All our vehicles are Carchex certified with 90 days warranty and 1 year roadside assistance. Financing available at a low rate (credit approval required). Good credit, bad credit, no credit or even no pay stubs no problem. We have a knowledgeable and committed sales staff with many years of experience that takes pride in satisfying our customer's needs. Please visit us and take your dream vehicle for a test drive and let our friendly team walk you thru the whole transaction step by step whether it is cash or finance, always remember we here to help you to get the best deal out there. Ad expires at 08:00 PM everyday. Price updates everyday at 12:00 PM at our website, however, call us and check for the availability of this vehicle and price update. For more detailed information and terms and conditions of sale please visit us at carsbuyer.com. The price showing above does not include dealer preparation fee, tax (if applicable), Doc, and tags. However, we have many other options, savings and special discounts to offer you. And we are always looking to accommodate our customers.","http://imagesdl.dealercenter.net/640/480/201902-d7557d3e64bf4eda81b24b3f5d504f87/201912-22bf3217602048ba86ea55172e0499d3.jpg,http://imagesdl.dealercenter.net/640/480/201912-3fb141df9c09420796d220186abc68e4.jpg,http://imagesdl.dealercenter.net/640/480/201912-49fc376f88ce4027a92910ae0f3788e7.jpg,http://imagesdl.dealercenter.net/640/480/201912-6c7b366cf506423d95622bc25db5d170.jpg,http://imagesdl.dealercenter.net/640/480/201912-7845793e57624f039eae60cffb68f11c.jpg,http://imagesdl.dealercenter.net/640/480/201912-e0eaaf4a2d314a04b0e525b2fb6ffdd9.jpg,http://imagesdl.dealercenter.net/640/480/201912-33d1408d32334d398e913d9443e97c05.jpg,http://imagesdl.dealercenter.net/640/480/201912-c54ccb24b355450992ef14e0897cb4a3.jpg,http://imagesdl.dealercenter.net/640/480/201912-e20e764ae511433fa40fd5162e011807.jpg,http://imagesdl.dealercenter.net/640/480/201912-dc74ec855705483ca4899962041b5639.jpg,http://imagesdl.dealercenter.net/640/480/201912-b91bdbbee19840ccb10f5c8149c2dca2.jpg,http://imagesdl.dealercenter.net/640/480/201912-b0e41547a5a440b1a671354ac87bb83a.jpg,http://imagesdl.dealercenter.net/640/480/201912-6c35eec7909a4e6cb526274a2c968cca.jpg,http://imagesdl.dealercenter.net/640/480/201912-53739bb1add7482c8aa8508e4f47f325.jpg,http://imagesdl.dealercenter.net/640/480/201912-944c536011224f4a8c955ebda720a0b1.jpg,http://imagesdl.dealercenter.net/640/480/201912-b4b6ea73163b41dc9c863c19bdb47bf7.jpg,http://imagesdl.dealercenter.net/640/480/201912-1e62955ca03c4ce3a893a9a60951ef11.jpg,http://imagesdl.dealercenter.net/640/480/201912-83d02e1bab23412e8fb619d478319d02.jpg,http://imagesdl.dealercenter.net/640/480/201912-8556a41cd8314d4a86db93c6c49a9091.jpg,http://imagesdl.dealercenter.net/640/480/201912-9d3edd3f65eb439cb8614052cf8df344.jpg,http://imagesdl.dealercenter.net/640/480/201912-015a5ee4f11446089c6e1f7bfe2761eb.jpg,http://imagesdl.dealercenter.net/640/480/201912-073d9023f8014fe2b9ac4abd82874478.jpg,http://imagesdl.dealercenter.net/640/480/201912-028c4373db614b949f8f3fad97dee41d.jpg,http://imagesdl.dealercenter.net/640/480/201912-6fda2ec1207e4cb9a0b174e28d3e6978.jpg,http://imagesdl.dealercenter.net/640/480/201912-8461e21f8f164423afd3f70a447a9fbc.jpg,http://imagesdl.dealercenter.net/640/480/201912-4dd0248318354461ab17c55f62665c07.jpg,http://imagesdl.dealercenter.net/640/480/201912-9baa4543fe904c5b985dfde2e59ef887.jpg,http://imagesdl.dealercenter.net/640/480/201912-68115197b4f04363af99f94dbfc0c8a0.jpg,http://imagesdl.dealercenter.net/640/480/201912-a801f539ce5c4c1abbf0017d492e1e69.jpg,http://imagesdl.dealercenter.net/640/480/201912-eeb850773cf94078985b69a40a8e79ce.jpg,http://imagesdl.dealercenter.net/640/480/201912-d2c8f9a762c842cd98839d31f2e66338.jpg,http://imagesdl.dealercenter.net/640/480/201912-95eb731bef994d9cbf403221e5f5dfe9.jpg,http://imagesdl.dealercenter.net/640/480/201912-1ff98f2deb734dccb9b2b7f86c804c0d.jpg",16000,,https://www.gruveo.com/@carsbuyerinc,
